# NFTBan ci-bash INFORMATIONAL baseline — v1.226.0 PR-C.  NOT the final enforcement state.
#
# The `ci-bash` execution class is driven by the canonical authority index and executed
# by scripts/ci/run-test-suite.sh.  In PR-C the class runs INFORMATIONALLY (non-blocking):
# it exists to give the previously-unenforced ci-bash tests real execution visibility.
#
# Executing the class exposed 19 PRE_EXISTING_NEWLY_EXPOSED_TEST_FAILURES.  They are NOT
# PR-C regressions (all 19 reproduce under direct `bash <test>` invocation from repo root;
# runner-caused failures = 0).  They must not be silently changed to PASS, skipped, or
# deleted.  PR-D owns their triage and the transition to blocking enforcement.
#
# The BLOCKING integrity gate (scripts/ci/check-ci-bash-baseline.sh) consumes the runner
# manifest and enforces observation integrity against this file:
#   * SELECTED must equal the index ci-bash count AND CI_BASH_SELECTED below
#   * every failing id must be reported in the manifest
#   * no test may execute twice
#   * the informational step must actually have executed (non-empty manifest)
#   * the failing-id SET must be a SUBSET of the accepted list below
#       - a NEW failing id (not listed) => regression => BLOCK
#       - a listed id that now PASSES  => improvement => allowed (tighten under PR-D)
#   * CI_BASH_FAIL is a CEILING, never a permanent "exactly-19" invariant
#
# Counts (accepted baseline):
CI_BASH_SELECTED=184
CI_BASH_PASS=165
CI_BASH_FAIL=19
CI_BASH_TIMEOUT=0
CI_BASH_ENFORCEMENT=INFORMATIONAL_BASELINE
CI_BASH_INFORMATIONAL_BASELINE_SHA=12a93ff05a6b61f3151cf6d5eda9fde8224233e7
#
# Accepted pre-existing failing ids (id <TAB> bucket).  Buckets are PROVISIONAL PR-C
# dispositions; PR-D challenges each individually.
FAIL	b2_badbot_aibot_v188_test	source-spec-drift
FAIL	banner_nobanner_v153_test	source-spec-drift
FAIL	botguard_diag_6b2_test	source-spec-drift
FAIL	botguard_explain_shell_6b1_test	source-spec-drift
FAIL	logs_truth_v150_test	source-spec-drift
FAIL	stats_manual_cache_v150_test	source-spec-drift
FAIL	stats_producer_reconcile_v152_test	source-spec-drift
FAIL	stats_status_truth_v150_test	source-spec-drift
FAIL	v127_ux4_suricata_desurfacing_test	source-spec-drift
FAIL	v127_ux6_help_cleanup_test	source-spec-drift
FAIL	v128_help_code_correlation_test	source-spec-drift
FAIL	v128_polkit_aware_wording_sweep_test	source-spec-drift
FAIL	cmd_firewall_takeover_test	behavior-regression-investigation
FAIL	cmd_firewall_trust_remerge_test	behavior-regression-investigation
FAIL	cmd_update_lock_cleanup_v135_test	behavior-regression-investigation
FAIL	v129_pr_c_runtime_defect_fixes_test	behavior-regression-investigation
FAIL	rbl_seven_state_v206_test	rbl-fixture-debt-PR-E
FAIL	botscan_spool_oom_v2093_test	spool-timing-investigation
FAIL	botscan_throughput_v187_test	spool-timing-investigation
